edit_data_type,repetition,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
hallucination_correction,0,who was originally cast as phoebe on charmed?,['Lori Rom'],Alyssa Milano.,Katie Holmes.,0,0
hallucination_correction,0,when was the biltmore house opened to the public?,['March 1930'],1895,1930,0,1
hallucination_correction,0,who won the first season of america's got talent?,['Bianca Ryan'],Bianca Ryan,Bianca Ryan,1,1
hallucination_correction,0,what does the pearl symbolize in the bible?,['the Kingdom of Heaven'],Purity and innocence.,Purity and innocence.,0,0
hallucination_correction,0,when was the dome of the rock completed?,"['in 691 CE', '691 CE']",691 CE,691 CE,1,1
hallucination_correction,0,who played big enos in smokey and the bandit?,['Pat McCormick'],Pat McCormick,Pat McCormick,1,1
hallucination_correction,0,who is the girl in the hinder video lips of an angel?,['Emmanuelle Chriqui'],Kelli McCarty,Kelli McCarty,0,0
hallucination_correction,0,who lives in the blue house in balamory?,['Edie McCredie'],Spencer,Spencer,0,0
hallucination_correction,0,how many episodes in game if thrones season 7?,"['7', 'seven']",7,7,1,1
hallucination_correction,0,what theater number was the aurora shooting in?,"['Theater 9', '9']",12,12,0,0
hallucination_correction,0,when did the continental congress vote to adopt the declaration of independence?,"['July 2 , 1776']","July 4, 1776","July 4, 1776",0,0
hallucination_correction,0,who is the longest serving chief minister in india as on jan 2015?,['Jyotirindra Basu'],Jyoti Basu.,Jyoti Basu.,0,0
hallucination_correction,0,what causes cracked skin at the corners of your mouth?,"['irritation', 'infection', 'allergies']","Dry air, cold weather, and aging.","Dry air, cold weather, and aging.",0,0
hallucination_correction,0,who sang the song if loving you is wrong i don't want to be right?,"['The Emotions', 'Luther Ingram']",Sam Smith,Sam Smith,0,0
hallucination_correction,0,where is the world's largest thermometer located?,"['Baker , California', 'Baker , California , USA']","Bakersfield, California","Bakersfield, California",0,0
hallucination_correction,0,when did slave to the rhythm come out?,"['2010', 'May 8 , 2014']",1985,1985,0,0
hallucination_correction,0,what is the most common cause of right ventricular heart failure?,"['left - sided heart failure', 'pulmonary heart disease']",Pulmonary hypertension.,Pulmonary hypertension.,0,0
hallucination_correction,0,which episode does gideon die in criminal minds?,"[""Nelson 's Sparrow"", ""`` Nelson 's Sparrow ''""]","Episode 5, ""The Fisher King"" (Season 7, Episode","Gideon dies in Season 3, Episode 9, ""The Victim in",0,0
hallucination_correction,0,what was the outcome of the battle of san juan hill?,['Cuban - American victory'],The American forces were victorious.,The American forces were victorious.,0,0
hallucination_correction,0,who won latest america's next top model?,['Kyla Coleman'],Kyla Coleman,Kyla Coleman,1,1
hallucination_correction,0,what culture region is germany a part of?,['Central Germany'],Western Europe,Western Europe,0,0
hallucination_correction,0,who is hosting e live from the red carpet?,"['Giuliana Rancic', 'Ryan Seacrest']",Ryan Seacrest,Ryan Seacrest,1,1
hallucination_correction,0,when did the bill of rights come out?,"['16 December 1689', '1689']","December 15, 1791","December 15, 1791",0,0
hallucination_correction,0,when was the first episode of scooby doo?,"['September 13 , 1969']","September 13, 1969","September 13, 1969",1,1
hallucination_correction,0,when did the first junie b jones book come out?,['1992'],1999,1999,0,0
hallucination_correction,0,what are some special products made in mississippi?,['farm - raised catfish'],"Catfish, sweet potatoes, and cotton.","Catfish, sweet potatoes, and cotton.",0,0
hallucination_correction,0,what episode does caroline get turned into a vampire?,"['Brave New World', 'The Return']","""Long Day's Journey"" (Season 2, Episode 22)","""Long Day's Journey"" (Season 2, Episode 16)",0,0
hallucination_correction,0,when did red dead redemption 1 come out?,"['May 18 , 2010', 'May 2010']",2010,2010,1,1
hallucination_correction,0,when did starbucks become a publicly traded company?,"['1992', 'June 1992']","June 26, 1992","June 26, 1992",1,1
hallucination_correction,0,what is the ultimate objective of financial management?,['Profit maximization'],Maximization of shareholders' wealth.,Maximization of shareholders' wealth.,1,1
hallucination_correction,0,what are the four requirements to establish criminal liability for gross negligence manslaughter?,['the defendant breached this duty'],"The four requirements to establish criminal liability for gross negligence manslaughter are:

1. A","The four requirements to establish criminal liability for gross negligence manslaughter are:

1. A",0,0
hallucination_correction,0,who declared war on the united states four days after pearl harbor?,"['Nazi Germany', 'Fascist Italy']",Germany,Romania,0,0
hallucination_correction,0,which indian actor has won most national awards?,['Amitabh Bachchan'],Soumitra Chatterjee.,Soumitra Chatterjee.,0,0
hallucination_correction,0,when does the new season of lost in space come out?,"['April 13 , 2018']","The third season of Lost in Space is set to premiere on December 1,","The third season of Lost in Space is set to premiere on December 1,",0,0
hallucination_correction,0,in which city are the wimbledon game held?,"['Wimbledon , London', 'London']",London,London,1,1
hallucination_correction,0,when does closure of the ductus arteriosus occur?,"['birth', 'at birth']",At birth.,"After birth, around 1-2 weeks.",1,0
hallucination_correction,0,how many hoops are used in a game of croquet?,"['six', 'eight']",9,9,0,0
hallucination_correction,0,who talks for belle in beauty and the beast?,"['Jodi Benson', 'Julie Nathanson', ""Paige O'Hara""]",Belle is voiced by Paige O'Hara in the 1991 Disney animated,Belle is voiced by Paige O'Hara in the 1991 Disney animated,1,1
hallucination_correction,0,who spoke the words ich bin ein berliner?,['U.S. President John F. Kennedy'],John F. Kennedy,John F. Kennedy,1,1
hallucination_correction,0,when was the last time america hosted the summer olympics?,"['1996', 'Salt Lake City']",1996,1996,1,1
hallucination_correction,0,does archie end up with betty or veronica in riverdale?,['Betty'],Betty.,Archie ends up with Betty.,1,1
hallucination_correction,0,who plays the grandmother in game of thrones?,['Rigg'],Julian Glover,Julian Glover,0,0
hallucination_correction,0,the first vice president of india who become the president letter was?,['Sarvepalli Radhakrishnan'],Zakir Husain,Zakir Husain,0,0
hallucination_correction,0,where does kevins family go in home alone 2?,['Florida'],Paris.,Paris.,0,0
hallucination_correction,0,when was the first time lebron went to the finals?,['2007'],2007,2007,1,1
hallucination_correction,0,tujhe dekha toh yeh jana sanam movie name?,['Dilwale Dulhania Le Jayenge'],Dilwale Dulhania Le Jayenge,Dil Se..,1,0
hallucination_correction,0,how did the dominican republic get its name?,"['patron saint , Saint Dominic']","The Dominican Republic was named after Saint Dominic, a Spanish priest who founded the Dominican","The Dominican Republic was named after Saint Dominic, a Spanish priest who founded the Dominican",1,1
hallucination_correction,0,when did the battles of lexington and concord happen?,"['April 19 , 1775']","April 19, 1775","April 19, 1775",1,1
hallucination_correction,0,what is don quixote's horse's name?,['Rocinante'],Rocinante,Rocinante,1,1
hallucination_correction,0,who won britain's next top model 2016?,['Chloe Keenan'],Abigail Clancy,Abigail Clancy,0,0
hallucination_correction,0,what does the c stand for chrysler 300c?,['coupe'],New Yorker.,Conquest,0,0
hallucination_correction,0,when was the first election held in india?,['1951 -- 52'],1920,"December 11, 1920.",0,0
hallucination_correction,0,how old was sasuke when his clan died?,['seven'],7,7,1,0
hallucination_correction,0,a concave mirror can form a real image which is a copy of an object that forms?,['inverted'],virtual object,virtual object,0,0
hallucination_correction,0,how many seasons of the smurfs are there?,['9'],9,9,1,1
hallucination_correction,0,who is considered as architect of india constitution?,['B.R. Ambedkar'],Dr. B.R. Ambedkar,Dr. B.R. Ambedkar,1,1
hallucination_correction,0,nitty gritty dirt band fishin in the dark album?,['Hold On'],An Officer and a Gentleman,Honky Tonk Angels,0,0
hallucination_correction,0,who was the father of the princes in the tower?,"['Edward IV', 'Edward IV of England']",Richard III,Richard III,0,0
hallucination_correction,0,what is the source of information for account receivables?,['invoices'],Invoices.,Invoices.,1,1
hallucination_correction,0,who is the actor that plays saul on grace and frankie?,['Sam Waterston'],Martin Sheen,Trevor Eve,0,0
hallucination_correction,0,who wrote the song i hate you i love you?,"[""Olivia O'Brien"", 'Garrett Nash', 'Angel Benitez']",Gabbie Hanna,Gabbie Hanna,0,0
hallucination_correction,0,perth is the capital of which australian state?,['Western Australia'],Western Australia,Western Australia,1,1
hallucination_correction,0,how many times has the saints won the super bowl?,['1'],Two.,Two.,0,0
hallucination_correction,0,who sang the end of the world as we know it?,['R.E.M.'],R.E.M.,R.E.M.,1,1
hallucination_correction,0,where was the killing of a sacred deer filmed?,['Cincinnati'],"Yalvaç, Turkey.","Yalva Creek, Australia.",0,0
hallucination_correction,0,legends of tomorrow season 3 finale air date?,"['April 9 , 2018']","May 13, 2018","May 13, 2018",0,0
hallucination_correction,0,who sang the original scooby doo theme song?,['Larry Marks'],Donna Loren.,Donna Loren.,0,0
hallucination_correction,0,calpurnia son name in to kill a mockingbird?,"['Zeebo', 'James Zeebo']",Mayella,Celie,0,0
hallucination_correction,0,what's the name of the last mission impossible movie?,['Mission : Impossible -- Fallout'],Mission: Impossible - Fallout,Mission: Impossible - Fallout,1,1
hallucination_correction,0,who has the most 70 point games in nba history?,"['Wilt Chamberlain *', 'Booker , Devin', 'Chamberlain , Wilt', 'Wilt Chamberlain']",Michael Jordan.,Michael Jordan.,0,0
hallucination_correction,0,who is the writer of 50 shades of grey?,"['E.L. James', 'Erika Mitchell Leonard']",E.L. James,E.L. James,1,1
hallucination_correction,0,when does the cannes film festival take place?,"['usually in May', 'Cannes , France']",Mid-May.,Mid-May.,0,0
hallucination_correction,0,who designed the earth day flag in 1969?,['John McConnell'],John McConnell,Maurice K. Goddard,1,0
hallucination_correction,0,the fertile crescent is located between what two bodies of water?,"['Tigris', 'Tigris and Euphrates rivers', 'Euphrates']",Tigris and Euphrates rivers.,Tigris and Euphrates rivers.,1,1
hallucination_correction,0,who does the voice of cruz on cars 3?,['Cristela Alonzo'],Cristela Alonzo,Cristina Vee,1,0
hallucination_correction,0,name of black man in to kill a mockingbird?,"[""Thomas `` Tom '' Robinson"", 'Tom Robinson']",Tom Robinson,Tom Robinson,1,1
hallucination_correction,0,who has the most international goals of all time?,['Ali Daei'],Christiano Ronaldo,Christiano Ronaldo,0,0
hallucination_correction,0,when was the last time the los angeles lakers won a championship?,"['2010', 'in 2010']",2020,2020,0,0
hallucination_correction,0,who sings got my mind set on you?,"['James Ray', 'George Harrison']",George Michael and Elton John.,George Michael,0,0
hallucination_correction,0,where is the highest level of fluoride stored in the teeth?,['surface of the enamel'],In the dentin.,In the dentin.,0,0
hallucination_correction,0,when do the walking dead comics come out?,"['2003', 'October 2003 -- present']","The Walking Dead comics are published on a monthly basis, with new issues typically released",The Walking Dead comics are published monthly by Image Comics.,0,0
hallucination_correction,0,who was the ruler of england in 1616?,['James I'],James I,James I,1,1
hallucination_correction,0,who painted the ceiling of the florence cathedral?,"['Giorgio Vasari and Federico Zuccari', 'Giorgio Vasari', 'Federico Zuccari']",Botticelli.,Botticelli.,0,0
hallucination_correction,0,who unveiled the new coat of arms on 27 april 2000?,['South Africa'],Queen Elizabeth II,Queen Elizabeth II,0,0
hallucination_correction,0,most runs ever scored in a mlb inning?,['18'],30,21,0,0
hallucination_correction,0,who is the founder of el pollo loco?,['Juan Francisco Ochoa'],Juan Francisco Ochoa.,Juan Francisco Ochoa.,1,1
hallucination_correction,0,where does the phrase train of thought come from?,['Thomas Hobbes in his Leviathan'],"The phrase ""train of thought"" originates from the 17th-century concept of","The phrase ""train of thought"" originates from the 17th-century concept of",0,0
